ID,DAY 1 logFC,DAY 2 logFC,DAY 4 logFC,DAY 7 logFC,DAY 14 logFC
ILMN_1807600,0.09,-0.09,0.43,0.35,0.1
ILMN_3251436,0.19,-0.02,-0.09,-0.44,0
ILMN_1669599,0.19,-0.02,-0.09,-0.44,0
ILMN_1708959,-0.1,0.02,-0.38,-0.06,-0.09
ILMN_1664186,-0.1,0.02,-0.38,-0.06,-0.09
ILMN_2410421,-0.03,-0.07,-0.26,0.01,-0.09
ILMN_2295987,-0.03,-0.07,-0.26,0.01,-0.09
ILMN_1715242,-0.03,-0.07,-0.26,0.01,-0.09
ILMN_1693477,-0.03,-0.07,-0.26,0.01,-0.09
ILMN_1796087,-0.03,-0.07,-0.26,0.01,-0.09
ILMN_2295506,-0.14,-0.23,-0.16,-0.41,-0.08
ILMN_2295511,-0.14,-0.23,-0.16,-0.41,-0.08
ILMN_1765371,-0.14,-0.23,-0.16,-0.41,-0.08
ILMN_2408400,0.16,0.13,0.33,0.16,0.12
ILMN_1751958,0.16,0.13,0.33,0.16,0.12
ILMN_2294878,0.16,0.13,0.33,0.16,0.12
ILMN_1671207,-0.1,-0.06,-0.28,-0.1,-0.04
ILMN_2337263,-0.07,-0.01,0.14,0.2,0.12
ILMN_1695002,-0.07,-0.01,0.14,0.2,0.12
ILMN_1767459,0.04,0.12,-0.09,0.11,0.32
ILMN_1749930,-0.05,0.22,-0.13,0.42,0.04
ILMN_1751984,0.1,-0.15,-0.27,-0.11,-0.05
ILMN_2412101,0.1,-0.15,-0.27,-0.11,-0.05
ILMN_1662896,0.2,0.06,0.11,-0.46,0.13
ILMN_2086222,0.2,0.06,0.11,-0.46,0.13
ILMN_3241257,-0.07,0.08,0.15,0.27,0
ILMN_1774589,0.23,0.09,0.31,0.03,0.15
ILMN_1695414,0.12,0.19,0.67,0.4,-0.18
ILMN_1738632,0.28,-0.03,-0.18,-0.35,-0.03
ILMN_2389590,0.28,-0.03,-0.18,-0.35,-0.03
ILMN_2277077,0.28,-0.03,-0.18,-0.35,-0.03
ILMN_1727540,0.09,0.16,0.36,0.41,0.21
ILMN_2370296,-0.09,0.08,-0.17,-0.27,-0.07
ILMN_1727036,-0.09,0.08,-0.17,-0.27,-0.07
ILMN_1716552,-0.09,0.08,-0.17,-0.27,-0.07
ILMN_1653828,0,0.04,0.26,0.18,0
ILMN_3237641,0.19,0.03,-0.2,-0.3,-0.03
ILMN_2204297,0.19,0.03,-0.2,-0.3,-0.03
ILMN_1741331,0.19,0.03,-0.2,-0.3,-0.03
ILMN_2347805,0.11,-0.09,-0.29,-0.22,-0.11
ILMN_2347807,0.11,-0.09,-0.29,-0.22,-0.11
ILMN_1745583,0.11,-0.09,-0.29,-0.22,-0.11
ILMN_2190414,0.05,-0.02,-0.29,-0.54,-0.14
ILMN_1782403,0,0.06,0.17,0.43,0.03
ILMN_2228044,0.04,0.06,-0.67,-0.35,-0.31
ILMN_1802691,0.04,-0.06,-0.39,-0.18,-0.3
ILMN_2189037,0.04,-0.06,-0.39,-0.18,-0.3
ILMN_1652128,0.02,0.05,-0.5,-0.06,0.07
ILMN_1682813,-0.06,-0.18,-0.32,-0.21,0.12
ILMN_1801105,-0.06,-0.18,-0.32,-0.21,0.12
ILMN_1772951,0.06,-0.03,-0.22,0.59,0.2
ILMN_1717799,-0.09,-0.14,-0.35,-0.13,-0.19
ILMN_2283726,0.16,-0.15,-0.26,-0.37,0.15
ILMN_2388177,0.16,-0.15,-0.26,-0.37,0.15
ILMN_1652409,0.16,-0.15,-0.26,-0.37,0.15
ILMN_1722532,0.22,-0.23,-0.32,-0.86,-0.29
ILMN_1698985,0.14,0.07,-0.45,-0.61,-0.06
ILMN_2392080,0.14,0.07,-0.45,-0.61,-0.06
ILMN_1670000,0.14,0.07,-0.45,-0.61,-0.06
ILMN_1803744,-0.13,0.04,0.16,0.32,0.17
ILMN_1787680,-0.13,0.04,0.16,0.32,0.17
ILMN_1784534,-0.13,0.04,0.16,0.32,0.17
ILMN_1713290,0.17,-0.12,-0.22,-0.36,0.07
ILMN_1796341,0.17,-0.12,-0.22,-0.36,0.07
ILMN_1652727,0.17,-0.12,-0.22,-0.36,0.07
ILMN_2386891,0.17,-0.12,-0.22,-0.36,0.07
ILMN_3240187,-0.02,0.03,0.06,0.29,0.24
ILMN_1661776,0.02,-0.12,0.08,-0.32,-0.03
ILMN_3243744,0.18,0.14,-0.12,-0.44,-0.1
ILMN_1660812,0.18,0.14,-0.12,-0.44,-0.1
ILMN_1720526,-0.01,0.16,0.22,0.33,0.13
ILMN_1683589,-0.17,-0.19,-0.34,-0.12,-0.31
ILMN_1805652,-0.17,-0.19,-0.34,-0.12,-0.31
ILMN_1778587,-0.17,-0.19,-0.34,-0.12,-0.31
ILMN_1709043,-0.05,0.04,-0.12,0.28,0.1
ILMN_1664243,0.04,-0.01,0.28,0.34,0.21
ILMN_2098743,-0.08,0.03,-0.4,-0.05,-0.05
ILMN_1702637,-0.05,0.08,-0.16,-0.28,0.27
ILMN_2234697,-0.05,0.08,-0.16,-0.28,0.27
ILMN_1651544,-0.05,-0.08,-0.12,-0.26,-0.05
ILMN_1673673,0.07,0.05,0.14,0.35,0.21
ILMN_1694913,0.12,-0.05,-0.39,-0.38,-0.18
ILMN_1764231,0.12,-0.05,-0.39,-0.38,-0.18
ILMN_1813295,0.12,-0.05,-0.39,-0.38,-0.18
ILMN_1792078,-0.09,0.04,0.1,0.26,0.2
ILMN_3247906,-0.09,0.04,0.1,0.26,0.2
ILMN_1714082,0.03,-0.01,-0.32,0.14,0.01
ILMN_2125374,0.03,-0.01,-0.32,0.14,0.01
ILMN_2334121,0.16,0.28,0.22,-0.42,-0.12
ILMN_1797499,0.16,0.28,0.22,-0.42,-0.12
ILMN_1769517,0.16,0.28,0.22,-0.42,-0.12
ILMN_2253648,0.16,0.28,0.22,-0.42,-0.12
ILMN_1664466,-0.02,-0.07,-0.2,-0.27,-0.02
ILMN_2283388,-0.09,0.18,-0.04,0.38,0.07
ILMN_1679195,-0.09,0.18,-0.04,0.38,0.07
ILMN_2387599,-0.09,0.18,-0.04,0.38,0.07
ILMN_1705568,-0.12,-0.04,-0.06,0.24,-0.13
ILMN_1697642,-0.12,-0.04,-0.06,0.24,-0.13
ILMN_1715928,-0.12,-0.04,-0.06,0.24,-0.13
ILMN_2266334,-0.12,-0.04,-0.06,0.24,-0.13
ILMN_2342084,-0.12,-0.04,-0.06,0.24,-0.13
ILMN_1737380,-0.12,-0.04,-0.06,0.24,-0.13
ILMN_1760792,0.07,-0.03,-0.21,-0.26,-0.11
ILMN_1653666,0.07,-0.03,-0.21,-0.26,-0.11
ILMN_1674458,0.07,-0.03,-0.21,-0.26,-0.11
ILMN_2400297,-0.04,0.1,-0.07,-0.29,-0.09
ILMN_2400292,-0.04,0.1,-0.07,-0.29,-0.09
ILMN_1771156,-0.19,-0.09,0.39,0.32,0.17
ILMN_1740696,-0.19,-0.09,0.39,0.32,0.17
ILMN_1790534,-0.19,-0.09,0.39,0.32,0.17
ILMN_1815238,-0.19,-0.09,0.39,0.32,0.17
ILMN_1801175,-0.19,-0.09,0.39,0.32,0.17
ILMN_1668909,-0.19,-0.09,0.39,0.32,0.17
ILMN_1680777,-0.19,-0.09,0.39,0.32,0.17
ILMN_1660964,0.03,-0.06,-0.37,-0.3,-0.16
ILMN_1809844,0.03,-0.06,-0.37,-0.3,-0.16
ILMN_1697729,0.03,-0.06,-0.37,-0.3,-0.16
ILMN_1659843,-0.1,-0.01,-0.02,0.4,0.2
ILMN_1766950,0.01,0.03,-0.19,-0.23,-0.1
ILMN_1683942,-0.05,-0.19,-0.57,-0.59,-0.02
ILMN_2227757,-0.05,-0.19,-0.57,-0.59,-0.02
ILMN_1716109,0,-0.11,0.18,0.25,0.08
ILMN_1675737,0,-0.11,0.18,0.25,0.08
ILMN_1666659,0,-0.11,0.18,0.25,0.08
ILMN_2393077,0,-0.11,0.18,0.25,0.08
ILMN_1721732,-0.13,0.12,0.01,0.64,0.46
ILMN_2102960,0.26,-0.05,-0.27,-0.56,0.04
ILMN_1700733,0.26,-0.05,-0.27,-0.56,0.04
ILMN_2360415,-0.13,0.12,0.14,0.29,0.33
ILMN_1737988,-0.13,0.12,0.14,0.29,0.33
ILMN_1710758,0.06,-0.07,-0.07,-0.27,0.06
ILMN_1739840,-0.12,0,0.19,0.26,-0.04
ILMN_2351638,-0.01,-0.05,-0.15,-0.3,-0.13
ILMN_1804798,-0.01,-0.05,-0.15,-0.3,-0.13
ILMN_1773504,-0.01,-0.05,-0.15,-0.3,-0.13
ILMN_1758104,0.15,0.25,0.43,0.28,0.13
ILMN_2399431,0.15,0.25,0.43,0.28,0.13
ILMN_2064150,-0.09,-0.21,-0.17,-0.27,0.14
ILMN_1734773,0.05,0.09,0.69,0.3,-0.15
ILMN_2228845,0.09,-0.08,-0.1,-0.22,0.05
ILMN_1774087,0.09,-0.08,-0.1,-0.22,0.05
ILMN_1701347,0.09,-0.08,-0.1,-0.22,0.05
ILMN_1753005,-0.13,-0.08,0.35,0.3,-0.07
ILMN_1800642,-0.13,-0.08,0.35,0.3,-0.07
ILMN_2395496,0.06,-0.01,-0.13,0.32,0.26
ILMN_1745570,0.06,-0.01,-0.13,0.32,0.26
ILMN_1750100,0.63,0.11,0.57,0.11,0.17
ILMN_1786433,-0.08,0.09,-0.19,0.28,-0.1
ILMN_1771966,-0.08,0.09,-0.19,0.28,-0.1
ILMN_1758090,-0.08,0.09,-0.19,0.28,-0.1
ILMN_1811188,-0.08,0.09,-0.19,0.28,-0.1
ILMN_2071737,0.02,0.23,0.22,0.44,0.17
ILMN_1735151,0.02,0.23,0.22,0.44,0.17
ILMN_1706021,0.07,-0.11,0.21,0.6,0.16
ILMN_1687358,0.07,-0.11,0.21,0.6,0.16
ILMN_1651568,0,0,-0.14,0.37,0.52
ILMN_2359029,0.17,-0.03,-0.11,-0.28,0.19
ILMN_1665660,0.17,-0.03,-0.11,-0.28,0.19
ILMN_1788356,0.17,-0.03,-0.11,-0.28,0.19
ILMN_1752988,0.17,-0.03,-0.11,-0.28,0.19
ILMN_2267365,0.17,-0.03,-0.11,-0.28,0.19
ILMN_1725427,0.07,0.11,0.18,0.32,0.35
ILMN_2148459,0.07,0.11,0.18,0.32,0.35
ILMN_1709611,-0.11,0.19,-0.14,0.24,0.17
ILMN_1691809,-0.11,0.19,-0.14,0.24,0.17
ILMN_1760542,-0.11,0.19,-0.14,0.24,0.17
ILMN_1729281,-0.07,-0.13,-0.22,-0.31,-0.13
ILMN_2150000,-0.05,0.17,0.2,0.25,0.18
ILMN_1759952,-0.12,0.07,0.08,0.28,-0.07
ILMN_1704094,-0.12,0.05,0.07,0.35,0.23
ILMN_2151818,-0.12,0.05,0.07,0.35,0.23
ILMN_2349138,-0.12,0.25,-0.05,0.31,0.03
ILMN_1769027,-0.12,0.25,-0.05,0.31,0.03
ILMN_1789176,-0.02,0.03,0.09,0.27,0.06
ILMN_1730504,0.06,-0.06,-0.15,-0.49,-0.06
ILMN_1732672,0.06,-0.06,-0.15,-0.49,-0.06
ILMN_1764794,-0.04,0.03,0.07,0.34,0.1
ILMN_1748651,-0.06,0.08,0.03,0.24,0.15
ILMN_1659725,0.05,0.2,0.31,0.06,-0.01
ILMN_1737862,-0.01,0.02,0.02,0.28,0.09
ILMN_3237632,0.01,0,0.29,0.23,0.22
ILMN_1744649,-0.13,-0.05,-0.02,0.26,-0.03
ILMN_2198408,-0.23,0.13,-0.25,-0.41,-0.17
ILMN_1680171,-0.23,0.13,-0.25,-0.41,-0.17
ILMN_1708516,0.16,0.21,0.45,0.18,0.3
ILMN_2284794,-0.33,0.18,0.28,0.31,0.5
ILMN_2390299,-0.33,0.18,0.28,0.31,0.5
ILMN_1767006,-0.33,0.18,0.28,0.31,0.5
ILMN_1747195,-0.33,0.18,0.28,0.31,0.5
ILMN_1771832,-0.15,-0.16,0.4,0.22,-0.1
ILMN_1662256,-0.15,-0.16,0.4,0.22,-0.1
ILMN_1813620,-0.15,-0.16,0.4,0.22,-0.1
ILMN_2352293,0.05,0.01,-0.25,-0.1,-0.08
ILMN_2352295,0.05,0.01,-0.25,-0.1,-0.08
ILMN_1745415,0.07,0.09,-0.26,-0.45,-0.19
ILMN_1714623,-0.09,-0.03,-0.1,0.22,0.1
ILMN_1729112,0.21,0.25,0.12,0.3,0.08
ILMN_2202940,0.21,0.25,0.12,0.3,0.08
ILMN_1688103,0.17,-0.06,0.25,0.11,-0.17
ILMN_2381168,0.17,-0.06,0.25,0.11,-0.17
ILMN_1736353,-0.09,0.08,-0.24,0.27,-0.23
ILMN_1710406,-0.09,0.08,-0.24,0.27,-0.23
ILMN_2371458,0.05,-0.33,-0.31,-0.48,-0.26
ILMN_1798360,0.05,-0.33,-0.31,-0.48,-0.26
ILMN_1809010,0,0.01,0.39,0.38,0.31
ILMN_1749915,0.24,-0.46,-0.08,-0.46,0.17
ILMN_1760556,0.24,-0.46,-0.08,-0.46,0.17
ILMN_1784292,0.02,-0.04,-0.25,-0.14,-0.08
ILMN_1703433,-0.1,-0.18,-0.3,-0.33,-0.03
ILMN_2090987,0.13,0.02,0.06,-0.38,0
ILMN_1745423,0.13,0.02,0.06,-0.38,0
ILMN_1655316,0.17,0.21,-0.16,0.28,0.2
ILMN_2096759,0.17,0.21,-0.16,0.28,0.2
ILMN_1667267,0.17,-0.08,-0.06,-0.36,-0.13
ILMN_2358842,0.17,-0.08,-0.06,-0.36,-0.13
ILMN_1702700,0.17,-0.08,-0.06,-0.36,-0.13
ILMN_1728498,0.17,-0.08,-0.06,-0.36,-0.13
ILMN_1679021,0.17,-0.08,-0.06,-0.36,-0.13
ILMN_1702837,0.06,0.1,0.19,0.36,0.12
ILMN_1712432,0.08,0.05,0.13,0.27,0.07
ILMN_2357471,-0.05,0.01,0.17,0.33,0.11
ILMN_1715437,-0.05,0.01,0.17,0.33,0.11
ILMN_1784207,0.01,0.15,0.22,0.27,0.1
ILMN_3307799,0.07,-0.14,0.14,0.36,0.13
ILMN_1728355,0.07,-0.14,0.14,0.36,0.13
ILMN_1711765,0.07,-0.14,0.14,0.36,0.13
ILMN_2344130,0.07,-0.14,0.14,0.36,0.13
ILMN_1655867,0.07,0.14,0.36,0.1,-0.12
ILMN_1725169,-0.01,0.02,0.11,0.25,0.04
ILMN_2388585,0.08,0.03,-0.06,-0.32,-0.02
ILMN_2391522,0.15,0.27,-0.09,-0.55,0.23
ILMN_1687036,0.15,0.27,-0.09,-0.55,0.23
ILMN_1732767,-0.04,-0.01,0.11,0.25,0.07
ILMN_2412046,0.3,-0.14,-0.1,-0.28,-0.09
ILMN_1714987,0.3,-0.14,-0.1,-0.28,-0.09
ILMN_1717915,0.3,-0.14,-0.1,-0.28,-0.09
ILMN_1679268,0.08,0.24,-0.29,0.14,-0.01
ILMN_1745148,-0.15,0.06,0.28,0.39,0.31
ILMN_1672042,0.01,0.16,0.32,0.31,0.13
ILMN_1771627,-0.03,-0.17,-0.45,-0.25,-0.06
ILMN_2376133,-0.03,0.08,-0.33,-0.17,-0.13
ILMN_1749405,-0.03,0.08,-0.33,-0.17,-0.13
ILMN_1656129,0.03,-0.05,-0.37,-0.49,-0.28
ILMN_1726333,-0.03,-0.04,0.1,0.38,0.05
ILMN_2146614,-0.03,-0.04,0.1,0.38,0.05
ILMN_1696883,0.2,-0.13,-0.25,-0.26,-0.24
ILMN_2390821,0.2,-0.13,-0.25,-0.26,-0.24
ILMN_2355033,0.16,-0.03,-0.16,-0.45,-0.25
ILMN_1885728,0.16,-0.03,-0.16,-0.45,-0.25
ILMN_1857069,0.16,-0.03,-0.16,-0.45,-0.25
ILMN_1726698,-0.08,0.11,0.2,0.18,-0.07
ILMN_1806017,-0.08,0.11,0.2,0.18,-0.07
ILMN_1662192,-0.03,-0.15,-0.25,-0.15,-0.17
ILMN_1786612,-0.1,0.07,0.34,0.39,0.31
ILMN_1745778,0.06,0.02,-0.07,0.28,0.24
ILMN_2391976,0.06,0.02,-0.07,0.28,0.24
ILMN_1715647,-0.1,-0.18,-0.12,-0.35,-0.34
ILMN_1657429,0.08,0.18,0.16,0.44,-0.13
ILMN_1804415,0.08,0.18,0.16,0.44,-0.13
ILMN_2380243,0.08,0.18,0.16,0.44,-0.13
ILMN_2279182,0.08,0.18,0.16,0.44,-0.13
ILMN_2172124,-0.05,-0.07,-0.26,-0.21,-0.21
ILMN_1779341,-0.05,-0.07,-0.26,-0.21,-0.21
ILMN_1746836,-0.08,0.08,0,0.38,-0.04
ILMN_1664464,0.52,-0.19,-0.43,-0.94,-0.29
ILMN_2382354,0.27,0.11,-0.14,-0.38,-0.1
ILMN_1778294,0.27,0.11,-0.14,-0.38,-0.1
ILMN_1758497,-0.14,-0.35,-0.17,-0.76,-0.64
ILMN_2351269,-0.14,-0.35,-0.17,-0.76,-0.64
ILMN_1743130,-0.09,-0.08,-0.09,-0.3,-0.11
ILMN_2077905,-0.09,-0.08,-0.09,-0.3,-0.11
ILMN_1783287,0.06,-0.19,0.43,0.49,0.02
ILMN_1751093,0.1,-0.01,-0.12,-0.28,-0.16
ILMN_2051731,0.1,-0.01,-0.12,-0.28,-0.16
ILMN_3241665,-0.09,-0.08,-0.27,-0.38,-0.02
ILMN_2189842,0.08,0.14,0.26,0.22,0.13
ILMN_1743806,-0.14,-0.07,-0.19,-0.36,0.06
ILMN_1738229,-0.1,-0.14,-0.42,-0.31,-0.25
ILMN_2385097,-0.1,-0.14,-0.42,-0.31,-0.25
ILMN_2077952,0.03,0.24,0.36,0.25,0.21
ILMN_1799903,0.03,0.24,0.36,0.25,0.21
ILMN_1753008,-0.05,0.13,0.27,0.07,0.16
ILMN_1713846,-0.01,-0.01,-0.31,-0.08,-0.12
ILMN_1780197,-0.03,-0.15,-0.59,-0.32,-0.17
ILMN_2060212,-0.03,-0.15,-0.59,-0.32,-0.17
ILMN_1735617,-0.05,-0.15,-0.13,-0.4,-0.07
ILMN_1772326,-0.05,-0.15,-0.13,-0.4,-0.07
ILMN_1708709,-0.05,-0.15,-0.13,-0.4,-0.07
ILMN_1690807,0.03,-0.05,0.09,-0.31,-0.05
ILMN_1728011,0.04,-0.13,-0.28,-0.22,0.14
ILMN_2345119,0.04,-0.13,-0.28,-0.22,0.14
ILMN_2259730,0.04,-0.13,-0.28,-0.22,0.14
ILMN_2341067,0.04,-0.13,-0.28,-0.22,0.14
ILMN_1759495,-0.06,0.15,0.34,0.19,0.06
ILMN_3236858,-0.19,-0.46,-0.52,-0.61,-0.51
ILMN_1805132,0.26,-0.29,-0.21,-0.41,0.23
ILMN_1789879,-0.12,0.11,-0.27,-0.17,-0.16
ILMN_2335304,-0.12,0.11,-0.27,-0.17,-0.16
ILMN_1662166,0.12,-0.15,0.04,-0.32,0.04
ILMN_2353202,0.12,-0.15,0.04,-0.32,0.04
ILMN_1727134,0.04,0.24,0.31,0.12,0.03
ILMN_2061446,0.03,0.15,0.2,0.69,0.29
ILMN_1676336,0.03,0.15,0.2,0.69,0.29
ILMN_1764158,-0.16,-0.11,-0.08,-0.29,-0.29
ILMN_1713529,-0.05,-0.18,-0.39,-0.38,-0.45
ILMN_2189222,0.18,0.15,0.07,0.29,0.17
ILMN_1714083,0.18,0.15,0.07,0.29,0.17
ILMN_1748123,0.27,-0.07,-0.53,-0.37,0.14
ILMN_2168564,0.27,-0.07,-0.53,-0.37,0.14
ILMN_1759954,0.4,0.14,0.19,-0.92,-0.11
ILMN_2191720,-0.03,-0.19,-0.27,-0.4,-0.42
ILMN_1786079,-0.03,-0.19,-0.27,-0.4,-0.42
ILMN_2095273,-0.07,-0.18,-0.3,-0.48,-0.2
ILMN_1727526,-0.07,-0.18,-0.3,-0.48,-0.2
ILMN_1811592,0.05,-0.01,0.13,0.34,0.14
ILMN_1755589,-0.05,-0.19,-0.25,-0.29,-0.12
ILMN_2180352,-0.05,-0.19,-0.25,-0.29,-0.12
ILMN_1720606,0.13,0.1,0.25,0.3,0.2
ILMN_1720511,0.06,0.13,-0.03,0.33,0.01
ILMN_1805742,-0.1,0.07,0.14,0.25,0.4
ILMN_2192683,-0.1,0.07,0.14,0.25,0.4
ILMN_1774427,0.14,-0.12,-0.18,-0.32,-0.17
ILMN_1766593,-0.02,-0.01,-0.27,-0.06,-0.07
ILMN_3245476,-0.02,-0.01,-0.27,-0.06,-0.07
ILMN_2043306,-0.01,-0.21,-0.29,-0.38,-0.21
ILMN_1770245,-0.01,-0.21,-0.29,-0.38,-0.21
ILMN_1731203,-0.11,0.25,0.27,0.32,0.13
ILMN_1749722,-0.11,0.25,0.27,0.32,0.13
ILMN_2178855,0.11,-0.06,-0.23,-0.39,0.03
ILMN_1758213,0.11,-0.06,-0.23,-0.39,0.03
ILMN_1797425,-0.03,0.13,0.37,0.21,0.01
ILMN_1681591,-0.09,0.12,-0.04,0,-0.31
ILMN_1753275,-0.06,0.17,0.41,0.15,0.03
ILMN_1728073,-0.06,0.17,0.41,0.15,0.03
ILMN_1727315,-0.06,0.17,0.41,0.15,0.03
ILMN_1660193,0,0.04,0.17,-0.25,0.02
ILMN_2100258,0.04,0.01,-0.17,-0.41,0.05
ILMN_1771066,0.04,0.01,-0.17,-0.41,0.05
ILMN_1811048,-0.03,-0.1,-0.06,0.28,-0.01
ILMN_1655117,0.02,-0.14,-0.38,-0.55,-0.05
ILMN_1699521,0.02,-0.03,-0.64,-0.46,-0.56
ILMN_1696497,0.02,-0.03,-0.64,-0.46,-0.56
ILMN_1661507,0.02,-0.03,-0.64,-0.46,-0.56
ILMN_1780806,0.02,-0.03,-0.64,-0.46,-0.56
ILMN_2189614,0.02,-0.03,-0.64,-0.46,-0.56
ILMN_1754975,0.02,-0.03,-0.64,-0.46,-0.56
ILMN_1787815,-0.11,0.59,1.94,0.63,0.05
ILMN_2185563,0.06,-0.2,-0.32,-0.57,-0.19
ILMN_1687351,0.06,-0.2,-0.32,-0.57,-0.19
ILMN_1803772,0.04,-0.1,0.2,0.31,0.11
ILMN_1778236,0.08,0.12,0.1,0.25,0.12
ILMN_1741465,-0.04,0.01,0.11,0.38,0.07
ILMN_2074258,-0.08,0.07,0.5,0.22,-0.05
ILMN_1737635,0.1,0.16,0.14,-0.26,-0.09
ILMN_1763765,0.1,0.16,0.14,-0.26,-0.09
ILMN_1677305,-0.14,0.06,0.44,0.21,0.03
ILMN_3250104,-0.14,0.06,0.44,0.21,0.03
ILMN_3250483,-0.14,0.06,0.44,0.21,0.03
ILMN_1728163,-0.1,-0.07,-0.18,-0.34,-0.41
ILMN_1681678,-0.1,-0.07,-0.18,-0.34,-0.41
ILMN_1672278,-0.07,0.03,0.3,0.41,0.22
ILMN_1728478,-0.07,0.03,0.3,0.41,0.22
ILMN_1800590,0.09,-0.08,0.03,-0.26,-0.11
ILMN_1670512,0.01,0.18,0.32,0.24,-0.01
ILMN_1681634,0.01,0.18,0.32,0.24,-0.01
ILMN_1799015,0.01,0.18,0.32,0.24,-0.01
ILMN_1767612,0.02,-0.16,-0.39,-0.3,-0.08
ILMN_2230035,0.02,-0.16,-0.39,-0.3,-0.08
ILMN_1796013,-0.02,0.1,0.46,0.28,-0.13
ILMN_2395092,-0.02,0.1,0.46,0.28,-0.13
ILMN_1715178,-0.02,0.1,0.46,0.28,-0.13
ILMN_1778360,0.04,-0.01,0.32,0.02,0.02
ILMN_1696187,-0.03,-0.05,-0.27,-0.31,-0.03
ILMN_1783231,0.21,-0.13,-0.22,-0.55,-0.06
ILMN_1751072,-0.06,0.12,0.39,0.32,0.11
ILMN_1711878,0,0.22,0.01,0.35,0.21
ILMN_1686679,0.02,0.04,-0.12,-0.42,-0.27
ILMN_2295183,0.17,-0.24,-0.25,-0.26,-0.7
ILMN_1736165,0.17,-0.24,-0.25,-0.26,-0.7
ILMN_2408877,0.17,-0.24,-0.25,-0.26,-0.7
ILMN_1698472,0.17,-0.24,-0.25,-0.26,-0.7
ILMN_1702018,0.17,-0.24,-0.25,-0.26,-0.7
ILMN_1725300,0.17,-0.24,-0.25,-0.26,-0.7
ILMN_3196019,0.2,0.03,-0.13,-0.59,-0.19
ILMN_3272603,0.2,0.03,-0.13,-0.59,-0.19
ILMN_1800871,0.16,0,0.29,-0.39,0.12
ILMN_2377862,0.16,0,0.29,-0.39,0.12
ILMN_2329773,0.06,0.13,0.22,0.56,0.13
ILMN_1699878,0.06,0.13,0.22,0.56,0.13
ILMN_1681461,0.06,0.13,0.22,0.56,0.13
ILMN_1665859,0.06,0.13,0.22,0.56,0.13
ILMN_1770329,0.11,-0.07,0.14,0.36,-0.03
ILMN_2299221,0.11,-0.07,0.14,0.36,-0.03
ILMN_2399140,-0.12,-0.15,-0.11,-0.09,-0.36
ILMN_1769665,-0.12,-0.15,-0.11,-0.09,-0.36
ILMN_1693340,-0.08,0,0.15,0.78,0.08
ILMN_1751571,0,0.15,0.3,0.07,-0.12
ILMN_1795609,0.07,0.2,0.38,0.28,0.13
ILMN_2363027,0.07,0.2,0.38,0.28,0.13
ILMN_2257432,0.07,0.2,0.38,0.28,0.13
ILMN_1676358,-0.07,0.08,-0.29,0.11,0
ILMN_3307930,0,0.19,0.19,0.41,0.17
ILMN_1757384,0,0.19,0.19,0.41,0.17
ILMN_1721457,-0.19,0.25,0.31,0.24,0.17
ILMN_2109156,-0.19,0.25,0.31,0.24,0.17
ILMN_1662198,0,0.13,0.44,0.38,0.22
ILMN_1660727,0.3,-0.01,-0.33,-0.18,0.11
ILMN_1737576,0.01,-0.04,-0.29,-0.1,-0.05
ILMN_1725312,0.01,-0.04,-0.29,-0.1,-0.05
ILMN_2292863,0.01,-0.04,-0.29,-0.1,-0.05
ILMN_1695959,-0.18,-0.05,0.2,0.46,0.25
ILMN_1781565,-0.12,0.05,0.28,0.2,-0.1
ILMN_2309446,0.11,-0.12,0.1,-0.43,-0.22
ILMN_2309449,0.11,-0.12,0.1,-0.43,-0.22
ILMN_1673042,0.11,-0.12,0.1,-0.43,-0.22
ILMN_1665135,0.11,-0.12,0.1,-0.43,-0.22
ILMN_1770053,0.15,-0.04,0.06,-0.25,0.03
ILMN_1678695,0.03,0.29,0.4,0.14,-0.05
ILMN_1739101,0.03,0.29,0.4,0.14,-0.05
ILMN_2363621,0.03,0.29,0.4,0.14,-0.05
ILMN_1782745,0,0.24,0.27,0.25,0.05
ILMN_1753013,0,0.24,0.27,0.25,0.05
ILMN_1662839,0.05,0.1,-0.19,-0.3,-0.39
ILMN_2394250,0.05,0.1,-0.19,-0.3,-0.39
ILMN_1756999,-0.11,-0.03,-0.41,-0.17,-0.06
ILMN_1801121,0.09,0.13,0.25,0.19,0.19
ILMN_2123567,0.09,0.13,0.25,0.19,0.19
ILMN_2164081,-0.08,0.08,-0.2,-0.35,-0.2
ILMN_1676075,-0.08,0.08,-0.2,-0.35,-0.2
ILMN_1656436,-0.2,-0.08,-0.35,0.1,-0.1
ILMN_1766753,-0.2,-0.08,-0.35,0.1,-0.1
ILMN_2358541,-0.2,-0.08,-0.35,0.1,-0.1
ILMN_2358540,-0.2,-0.08,-0.35,0.1,-0.1
ILMN_1666444,-0.2,-0.08,-0.35,0.1,-0.1
ILMN_1655433,0.19,0.06,-0.29,-0.2,0.04
ILMN_2259949,0.19,0.06,-0.29,-0.2,0.04
ILMN_2390453,0.19,0.06,-0.29,-0.2,0.04
ILMN_1764166,0.19,0.06,-0.29,-0.2,0.04
ILMN_1673181,0.07,0.12,0.15,0.37,0.13
ILMN_2096747,0.11,0.15,0.25,0.16,0.16
ILMN_1680850,0.12,0.1,-0.06,-0.28,-0.06
ILMN_2380999,0.12,0.1,-0.06,-0.28,-0.06
ILMN_1692705,0.12,0.1,-0.06,-0.28,-0.06
